EDINum|Client              |Exp |LivreeA             |CommandeClient        |ClientNom                     |ShipToName                    |DateCom |DateLiv |Line|Produit             |Qtee  |Prix     |
9000183||9|8400400|673019105||Chavigny|2024-11-25|2024-11-25|5|05650|1|6.00|
9000183||9|8400400|673019105||Chavigny|2024-11-25|2024-11-25|6|06650|4|7.00|
9000183||9|8400400|673019105||Chavigny|2024-11-25|2024-11-25|7|02600|6|6.00|
9000183||9|8400400|673019105||Chavigny|2024-11-25|2024-11-25|8|09650|7|6.00|
9000183||9|8400400|673019105||Chavigny|2024-11-25|2024-11-25|9|20675|11|8.00|
9000183||9|8400400|673019105||Chavigny|2024-11-25|2024-11-25|10|21675|7|8.00|
9000184||9|8400400|673019104||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000184||9|8400400|673019104||Chavigny|2024-11-25|2024-11-25|2|10650|12|6.00|
9000184||9|8400400|673019104||Chavigny|2024-11-25|2024-11-25|3|04650|2|7.00|
9000184||9|8400400|673019104||Chavigny|2024-11-25|2024-11-25|4|05650|1|6.00|
9000184||9|8400400|673019104||Chavigny|2024-11-25|2024-11-25|5|02600|6|6.00|
9000184||9|8400400|673019104||Chavigny|2024-11-25|2024-11-25|6|09650|2|6.00|
9000184||9|8400400|673019104||Chavigny|2024-11-25|2024-11-25|7|20675|5|8.00|
9000184||9|8400400|673019104||Chavigny|2024-11-25|2024-11-25|8|21675|6|8.00|
9000185||9|8400400|673019103||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000185||9|8400400|673019103||Chavigny|2024-11-25|2024-11-25|2|03650|1|7.00|
9000185||9|8400400|673019103||Chavigny|2024-11-25|2024-11-25|3|04650|2|7.00|
9000185||9|8400400|673019103||Chavigny|2024-11-25|2024-11-25|4|05650|2|6.00|
9000185||9|8400400|673019103||Chavigny|2024-11-25|2024-11-25|5|06650|4|7.00|
9000185||9|8400400|673019103||Chavigny|2024-11-25|2024-11-25|6|02600|7|6.00|
9000185||9|8400400|673019103||Chavigny|2024-11-25|2024-11-25|7|09650|2|6.00|
9000185||9|8400400|673019103||Chavigny|2024-11-25|2024-11-25|8|20675|2|8.00|
9000185||9|8400400|673019103||Chavigny|2024-11-25|2024-11-25|9|21675|1|8.00|
9000186||9|8400400|673019102||Chavigny|2024-11-25|2024-11-25|1|10650|3|6.00|
9000186||9|8400400|673019102||Chavigny|2024-11-25|2024-11-25|2|03650|1|7.00|
9000186||9|8400400|673019102||Chavigny|2024-11-25|2024-11-25|3|04650|3|7.00|
9000186||9|8400400|673019102||Chavigny|2024-11-25|2024-11-25|4|05650|1|6.00|
9000186||9|8400400|673019102||Chavigny|2024-11-25|2024-11-25|5|06650|2|7.00|
9000186||9|8400400|673019102||Chavigny|2024-11-25|2024-11-25|6|02600|2|6.00|
9000186||9|8400400|673019102||Chavigny|2024-11-25|2024-11-25|7|20675|5|8.00|
9000186||9|8400400|673019102||Chavigny|2024-11-25|2024-11-25|8|21675|2|8.00|
9000187||9|8400400|673019101||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000187||9|8400400|673019101||Chavigny|2024-11-25|2024-11-25|2|10650|3|6.00|
9000187||9|8400400|673019101||Chavigny|2024-11-25|2024-11-25|3|03650|1|7.00|
9000187||9|8400400|673019101||Chavigny|2024-11-25|2024-11-25|4|04650|1|7.00|
9000187||9|8400400|673019101||Chavigny|2024-11-25|2024-11-25|5|05650|1|6.00|
9000187||9|8400400|673019101||Chavigny|2024-11-25|2024-11-25|6|06650|4|7.00|
9000187||9|8400400|673019101||Chavigny|2024-11-25|2024-11-25|7|02600|3|6.00|
9000187||9|8400400|673019101||Chavigny|2024-11-25|2024-11-25|8|09650|4|6.00|
9000187||9|8400400|673019101||Chavigny|2024-11-25|2024-11-25|9|20675|3|8.00|
9000187||9|8400400|673019101||Chavigny|2024-11-25|2024-11-25|10|21675|2|8.00|
9000188||9|8400400|673019100||Chavigny|2024-11-25|2024-11-25|1|10650|1|6.00|
9000188||9|8400400|673019100||Chavigny|2024-11-25|2024-11-25|2|03650|3|7.00|
9000188||9|8400400|673019100||Chavigny|2024-11-25|2024-11-25|3|04650|1|7.00|
9000188||9|8400400|673019100||Chavigny|2024-11-25|2024-11-25|4|06650|1|7.00|
9000188||9|8400400|673019100||Chavigny|2024-11-25|2024-11-25|5|02600|1|6.00|
9000188||9|8400400|673019100||Chavigny|2024-11-25|2024-11-25|6|09650|1|6.00|
9000188||9|8400400|673019100||Chavigny|2024-11-25|2024-11-25|7|20675|3|8.00|
9000188||9|8400400|673019100||Chavigny|2024-11-25|2024-11-25|8|21675|2|8.00|
9000189||9|8400400|67301999||Chavigny|2024-11-25|2024-11-25|1|10650|3|6.00|
9000189||9|8400400|67301999||Chavigny|2024-11-25|2024-11-25|2|03650|1|7.00|
9000189||9|8400400|67301999||Chavigny|2024-11-25|2024-11-25|3|05650|2|6.00|
9000189||9|8400400|67301999||Chavigny|2024-11-25|2024-11-25|4|06650|2|7.00|
9000189||9|8400400|67301999||Chavigny|2024-11-25|2024-11-25|5|02600|2|6.00|
9000189||9|8400400|67301999||Chavigny|2024-11-25|2024-11-25|6|09650|3|6.00|
9000189||9|8400400|67301999||Chavigny|2024-11-25|2024-11-25|7|20675|3|8.00|
9000189||9|8400400|67301999||Chavigny|2024-11-25|2024-11-25|8|21675|5|8.00|
9000190||9|8400400|67301998||Chavigny|2024-11-25|2024-11-25|1|10650|2|6.00|
9000190||9|8400400|67301998||Chavigny|2024-11-25|2024-11-25|2|03650|1|7.00|
9000190||9|8400400|67301998||Chavigny|2024-11-25|2024-11-25|3|06650|3|7.00|
9000190||9|8400400|67301998||Chavigny|2024-11-25|2024-11-25|4|02600|5|6.00|
9000190||9|8400400|67301998||Chavigny|2024-11-25|2024-11-25|5|09650|1|6.00|
9000190||9|8400400|67301998||Chavigny|2024-11-25|2024-11-25|6|20675|4|8.00|
9000190||9|8400400|67301998||Chavigny|2024-11-25|2024-11-25|7|21675|2|8.00|
9000191||9|8400400|67301997||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000191||9|8400400|67301997||Chavigny|2024-11-25|2024-11-25|2|10650|2|6.00|
9000191||9|8400400|67301997||Chavigny|2024-11-25|2024-11-25|3|03650|2|7.00|
9000191||9|8400400|67301997||Chavigny|2024-11-25|2024-11-25|4|04650|1|7.00|
9000191||9|8400400|67301997||Chavigny|2024-11-25|2024-11-25|5|05650|1|6.00|
9000191||9|8400400|67301997||Chavigny|2024-11-25|2024-11-25|6|06650|1|7.00|
9000191||9|8400400|67301997||Chavigny|2024-11-25|2024-11-25|7|02600|6|6.00|
9000191||9|8400400|67301997||Chavigny|2024-11-25|2024-11-25|8|09650|2|6.00|
9000191||9|8400400|67301997||Chavigny|2024-11-25|2024-11-25|9|20675|2|8.00|
9000191||9|8400400|67301997||Chavigny|2024-11-25|2024-11-25|10|21675|5|8.00|
9000192||9|8400400|67301996||Chavigny|2024-11-25|2024-11-25|1|01650|3|6.00|
9000192||9|8400400|67301996||Chavigny|2024-11-25|2024-11-25|2|10650|5|6.00|
9000192||9|8400400|67301996||Chavigny|2024-11-25|2024-11-25|3|03650|4|7.00|
9000192||9|8400400|67301996||Chavigny|2024-11-25|2024-11-25|4|04650|1|7.00|
9000192||9|8400400|67301996||Chavigny|2024-11-25|2024-11-25|5|06650|8|7.00|
9000192||9|8400400|67301996||Chavigny|2024-11-25|2024-11-25|6|02600|3|6.00|
9000192||9|8400400|67301996||Chavigny|2024-11-25|2024-11-25|7|09650|6|6.00|
9000192||9|8400400|67301996||Chavigny|2024-11-25|2024-11-25|8|20675|8|8.00|
9000192||9|8400400|67301996||Chavigny|2024-11-25|2024-11-25|9|21675|8|8.00|
9000193||9|8400400|67301995||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000193||9|8400400|67301995||Chavigny|2024-11-25|2024-11-25|2|10650|2|6.00|
9000193||9|8400400|67301995||Chavigny|2024-11-25|2024-11-25|3|03650|1|7.00|
9000193||9|8400400|67301995||Chavigny|2024-11-25|2024-11-25|4|05650|2|6.00|
9000193||9|8400400|67301995||Chavigny|2024-11-25|2024-11-25|5|06650|1|7.00|
9000193||9|8400400|67301995||Chavigny|2024-11-25|2024-11-25|6|02600|2|6.00|
9000193||9|8400400|67301995||Chavigny|2024-11-25|2024-11-25|7|09650|1|6.00|
9000193||9|8400400|67301995||Chavigny|2024-11-25|2024-11-25|8|20675|4|8.00|
9000193||9|8400400|67301995||Chavigny|2024-11-25|2024-11-25|9|21675|4|8.00|
9000194||9|8400400|67301994||Chavigny|2024-11-25|2024-11-25|1|01650|3|6.00|
9000194||9|8400400|67301994||Chavigny|2024-11-25|2024-11-25|2|10650|3|6.00|
9000194||9|8400400|67301994||Chavigny|2024-11-25|2024-11-25|3|03650|2|7.00|
9000194||9|8400400|67301994||Chavigny|2024-11-25|2024-11-25|4|04650|1|7.00|
9000194||9|8400400|67301994||Chavigny|2024-11-25|2024-11-25|5|05650|3|6.00|
9000194||9|8400400|67301994||Chavigny|2024-11-25|2024-11-25|6|06650|4|7.00|
9000194||9|8400400|67301994||Chavigny|2024-11-25|2024-11-25|7|02600|4|6.00|
9000194||9|8400400|67301994||Chavigny|2024-11-25|2024-11-25|8|09650|6|6.00|
9000194||9|8400400|67301994||Chavigny|2024-11-25|2024-11-25|9|21675|1|8.00|
9000195||9|8400400|67301993||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000195||9|8400400|67301993||Chavigny|2024-11-25|2024-11-25|2|10650|5|6.00|
9000195||9|8400400|67301993||Chavigny|2024-11-25|2024-11-25|3|03650|3|7.00|
9000195||9|8400400|67301993||Chavigny|2024-11-25|2024-11-25|4|04650|3|7.00|
9000195||9|8400400|67301993||Chavigny|2024-11-25|2024-11-25|5|06650|5|7.00|
9000195||9|8400400|67301993||Chavigny|2024-11-25|2024-11-25|6|02600|5|6.00|
9000195||9|8400400|67301993||Chavigny|2024-11-25|2024-11-25|7|09650|1|6.00|
9000195||9|8400400|67301993||Chavigny|2024-11-25|2024-11-25|8|20675|5|8.00|
9000195||9|8400400|67301993||Chavigny|2024-11-25|2024-11-25|9|21675|3|8.00|
9000196||9|8400400|67301992||Chavigny|2024-11-25|2024-11-25|1|01650|3|6.00|
9000196||9|8400400|67301992||Chavigny|2024-11-25|2024-11-25|2|10650|3|6.00|
9000196||9|8400400|67301992||Chavigny|2024-11-25|2024-11-25|3|03650|2|7.00|
9000196||9|8400400|67301992||Chavigny|2024-11-25|2024-11-25|4|04650|1|7.00|
9000196||9|8400400|67301992||Chavigny|2024-11-25|2024-11-25|5|05650|3|6.00|
9000196||9|8400400|67301992||Chavigny|2024-11-25|2024-11-25|6|06650|5|7.00|
9000196||9|8400400|67301992||Chavigny|2024-11-25|2024-11-25|7|02600|5|6.00|
9000196||9|8400400|67301992||Chavigny|2024-11-25|2024-11-25|8|09650|6|6.00|
9000196||9|8400400|67301992||Chavigny|2024-11-25|2024-11-25|9|21675|2|8.00|
9000197||9|8400400|67301991||Chavigny|2024-11-25|2024-11-25|1|01650|2|6.00|
9000197||9|8400400|67301991||Chavigny|2024-11-25|2024-11-25|2|10650|7|6.00|
9000197||9|8400400|67301991||Chavigny|2024-11-25|2024-11-25|3|03650|1|7.00|
9000197||9|8400400|67301991||Chavigny|2024-11-25|2024-11-25|4|04650|1|7.00|
9000197||9|8400400|67301991||Chavigny|2024-11-25|2024-11-25|5|05650|1|6.00|
9000197||9|8400400|67301991||Chavigny|2024-11-25|2024-11-25|6|06650|7|7.00|
9000197||9|8400400|67301991||Chavigny|2024-11-25|2024-11-25|7|02600|7|6.00|
9000197||9|8400400|67301991||Chavigny|2024-11-25|2024-11-25|8|21675|2|8.00|
9000198||9|8400400|67301990||Chavigny|2024-11-25|2024-11-25|1|10650|1|6.00|
9000198||9|8400400|67301990||Chavigny|2024-11-25|2024-11-25|2|03650|2|7.00|
9000198||9|8400400|67301990||Chavigny|2024-11-25|2024-11-25|3|04650|6|7.00|
9000198||9|8400400|67301990||Chavigny|2024-11-25|2024-11-25|4|05650|2|6.00|
9000198||9|8400400|67301990||Chavigny|2024-11-25|2024-11-25|5|06650|1|7.00|
9000198||9|8400400|67301990||Chavigny|2024-11-25|2024-11-25|6|02600|3|6.00|
9000198||9|8400400|67301990||Chavigny|2024-11-25|2024-11-25|7|09650|5|6.00|
9000198||9|8400400|67301990||Chavigny|2024-11-25|2024-11-25|8|20675|8|8.00|
9000198||9|8400400|67301990||Chavigny|2024-11-25|2024-11-25|9|21675|5|8.00|
9000199||9|8400400|67301989||Chavigny|2024-11-25|2024-11-25|1|01650|3|6.00|
9000199||9|8400400|67301989||Chavigny|2024-11-25|2024-11-25|2|10650|3|6.00|
9000199||9|8400400|67301989||Chavigny|2024-11-25|2024-11-25|3|03650|1|7.00|
9000199||9|8400400|67301989||Chavigny|2024-11-25|2024-11-25|4|04650|3|7.00|
9000199||9|8400400|67301989||Chavigny|2024-11-25|2024-11-25|5|06650|5|7.00|
9000199||9|8400400|67301989||Chavigny|2024-11-25|2024-11-25|6|02600|2|6.00|
9000199||9|8400400|67301989||Chavigny|2024-11-25|2024-11-25|7|09650|1|6.00|
9000199||9|8400400|67301989||Chavigny|2024-11-25|2024-11-25|8|20675|9|8.00|
9000199||9|8400400|67301989||Chavigny|2024-11-25|2024-11-25|9|21675|6|8.00|
9000200||9|8400400|67301988||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000200||9|8400400|67301988||Chavigny|2024-11-25|2024-11-25|2|10650|2|6.00|
9000200||9|8400400|67301988||Chavigny|2024-11-25|2024-11-25|3|05650|1|6.00|
9000200||9|8400400|67301988||Chavigny|2024-11-25|2024-11-25|4|06650|3|7.00|
9000200||9|8400400|67301988||Chavigny|2024-11-25|2024-11-25|5|02600|3|6.00|
9000200||9|8400400|67301988||Chavigny|2024-11-25|2024-11-25|6|09650|4|6.00|
9000200||9|8400400|67301988||Chavigny|2024-11-25|2024-11-25|7|20675|1|8.00|
9000200||9|8400400|67301988||Chavigny|2024-11-25|2024-11-25|8|21675|1|8.00|
9000201||9|8400400|67301987||Chavigny|2024-11-25|2024-11-25|1|10650|1|6.00|
9000201||9|8400400|67301987||Chavigny|2024-11-25|2024-11-25|2|02600|2|6.00|
9000201||9|8400400|67301987||Chavigny|2024-11-25|2024-11-25|3|09650|2|6.00|
9000201||9|8400400|67301987||Chavigny|2024-11-25|2024-11-25|4|20675|3|8.00|
9000201||9|8400400|67301987||Chavigny|2024-11-25|2024-11-25|5|21675|4|8.00|
9000202||9|8400400|67301986||Chavigny|2024-11-25|2024-11-25|1|01650|2|6.00|
9000202||9|8400400|67301986||Chavigny|2024-11-25|2024-11-25|2|10650|2|6.00|
9000202||9|8400400|67301986||Chavigny|2024-11-25|2024-11-25|3|04650|1|7.00|
9000202||9|8400400|67301986||Chavigny|2024-11-25|2024-11-25|4|05650|1|6.00|
9000202||9|8400400|67301986||Chavigny|2024-11-25|2024-11-25|5|06650|3|7.00|
9000202||9|8400400|67301986||Chavigny|2024-11-25|2024-11-25|6|02600|4|6.00|
9000202||9|8400400|67301986||Chavigny|2024-11-25|2024-11-25|7|09650|4|6.00|
9000202||9|8400400|67301986||Chavigny|2024-11-25|2024-11-25|8|20675|2|8.00|
9000202||9|8400400|67301986||Chavigny|2024-11-25|2024-11-25|9|21675|3|8.00|
9000203||9|8400400|67301985||Chavigny|2024-11-25|2024-11-25|1|01650|5|6.00|
9000203||9|8400400|67301985||Chavigny|2024-11-25|2024-11-25|2|10650|15|6.00|
9000203||9|8400400|67301985||Chavigny|2024-11-25|2024-11-25|3|03650|5|7.00|
9000203||9|8400400|67301985||Chavigny|2024-11-25|2024-11-25|4|04650|11|7.00|
9000203||9|8400400|67301985||Chavigny|2024-11-25|2024-11-25|5|05650|6|6.00|
9000203||9|8400400|67301985||Chavigny|2024-11-25|2024-11-25|6|06650|9|7.00|
9000203||9|8400400|67301985||Chavigny|2024-11-25|2024-11-25|7|02600|11|6.00|
9000203||9|8400400|67301985||Chavigny|2024-11-25|2024-11-25|8|09650|3|6.00|
9000203||9|8400400|67301985||Chavigny|2024-11-25|2024-11-25|9|20675|23|8.00|
9000203||9|8400400|67301985||Chavigny|2024-11-25|2024-11-25|10|21675|17|8.00|
9000204||9|8400400|67301984||Chavigny|2024-11-25|2024-11-25|1|10650|2|6.00|
9000204||9|8400400|67301984||Chavigny|2024-11-25|2024-11-25|2|04650|2|7.00|
9000204||9|8400400|67301984||Chavigny|2024-11-25|2024-11-25|3|02600|2|6.00|
9000204||9|8400400|67301984||Chavigny|2024-11-25|2024-11-25|4|09650|3|6.00|
9000204||9|8400400|67301984||Chavigny|2024-11-25|2024-11-25|5|20675|4|8.00|
9000204||9|8400400|67301984||Chavigny|2024-11-25|2024-11-25|6|21675|4|8.00|
9000205||9|8400400|67301983||Chavigny|2024-11-25|2024-11-25|1|10650|6|6.00|
9000205||9|8400400|67301983||Chavigny|2024-11-25|2024-11-25|2|03650|1|7.00|
9000205||9|8400400|67301983||Chavigny|2024-11-25|2024-11-25|3|04650|1|7.00|
9000205||9|8400400|67301983||Chavigny|2024-11-25|2024-11-25|4|05650|1|6.00|
9000205||9|8400400|67301983||Chavigny|2024-11-25|2024-11-25|5|06650|4|7.00|
9000205||9|8400400|67301983||Chavigny|2024-11-25|2024-11-25|6|02600|5|6.00|
9000205||9|8400400|67301983||Chavigny|2024-11-25|2024-11-25|7|09650|2|6.00|
9000205||9|8400400|67301983||Chavigny|2024-11-25|2024-11-25|8|20675|8|8.00|
9000205||9|8400400|67301983||Chavigny|2024-11-25|2024-11-25|9|21675|7|8.00|
9000206||9|8400400|67301982||Chavigny|2024-11-25|2024-11-25|1|01650|3|6.00|
9000206||9|8400400|67301982||Chavigny|2024-11-25|2024-11-25|2|10650|4|6.00|
9000206||9|8400400|67301982||Chavigny|2024-11-25|2024-11-25|3|03650|3|7.00|
9000206||9|8400400|67301982||Chavigny|2024-11-25|2024-11-25|4|04650|4|7.00|
9000206||9|8400400|67301982||Chavigny|2024-11-25|2024-11-25|5|05650|3|6.00|
9000206||9|8400400|67301982||Chavigny|2024-11-25|2024-11-25|6|06650|1|7.00|
9000206||9|8400400|67301982||Chavigny|2024-11-25|2024-11-25|7|02600|8|6.00|
9000206||9|8400400|67301982||Chavigny|2024-11-25|2024-11-25|8|09650|7|6.00|
9000206||9|8400400|67301982||Chavigny|2024-11-25|2024-11-25|9|20675|8|8.00|
9000206||9|8400400|67301982||Chavigny|2024-11-25|2024-11-25|10|21675|25|8.00|
9000207||9|8400400|67301981||Chavigny|2024-11-25|2024-11-25|1|10650|2|6.00|
9000207||9|8400400|67301981||Chavigny|2024-11-25|2024-11-25|2|03650|3|7.00|
9000207||9|8400400|67301981||Chavigny|2024-11-25|2024-11-25|3|05650|2|6.00|
9000207||9|8400400|67301981||Chavigny|2024-11-25|2024-11-25|4|02600|6|6.00|
9000207||9|8400400|67301981||Chavigny|2024-11-25|2024-11-25|5|20675|4|8.00|
9000207||9|8400400|67301981||Chavigny|2024-11-25|2024-11-25|6|21675|4|8.00|
9000208||9|8400400|67301980||Chavigny|2024-11-25|2024-11-25|1|04650|1|7.00|
9000208||9|8400400|67301980||Chavigny|2024-11-25|2024-11-25|2|20675|1|8.00|
9000209||9|8400400|67301979||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000209||9|8400400|67301979||Chavigny|2024-11-25|2024-11-25|2|10650|6|6.00|
9000209||9|8400400|67301979||Chavigny|2024-11-25|2024-11-25|3|04650|1|7.00|
9000209||9|8400400|67301979||Chavigny|2024-11-25|2024-11-25|4|05650|1|6.00|
9000209||9|8400400|67301979||Chavigny|2024-11-25|2024-11-25|5|06650|2|7.00|
9000209||9|8400400|67301979||Chavigny|2024-11-25|2024-11-25|6|02600|3|6.00|
9000209||9|8400400|67301979||Chavigny|2024-11-25|2024-11-25|7|09650|3|6.00|
9000209||9|8400400|67301979||Chavigny|2024-11-25|2024-11-25|8|20675|5|8.00|
9000209||9|8400400|67301979||Chavigny|2024-11-25|2024-11-25|9|21675|9|8.00|
9000210||9|8400400|67301978||Chavigny|2024-11-25|2024-11-25|1|10650|1|6.00|
9000210||9|8400400|67301978||Chavigny|2024-11-25|2024-11-25|2|06650|1|7.00|
9000211||9|8400400|67301977||Chavigny|2024-11-25|2024-11-25|1|01650|4|6.00|
9000211||9|8400400|67301977||Chavigny|2024-11-25|2024-11-25|2|10650|2|6.00|
9000211||9|8400400|67301977||Chavigny|2024-11-25|2024-11-25|3|04650|1|7.00|
9000211||9|8400400|67301977||Chavigny|2024-11-25|2024-11-25|4|05650|2|6.00|
9000211||9|8400400|67301977||Chavigny|2024-11-25|2024-11-25|5|06650|1|7.00|
9000211||9|8400400|67301977||Chavigny|2024-11-25|2024-11-25|6|02600|7|6.00|
9000211||9|8400400|67301977||Chavigny|2024-11-25|2024-11-25|7|09650|1|6.00|
9000211||9|8400400|67301977||Chavigny|2024-11-25|2024-11-25|8|20675|4|8.00|
9000211||9|8400400|67301977||Chavigny|2024-11-25|2024-11-25|9|21675|6|8.00|
9000212||9|8400400|67301976||Chavigny|2024-11-25|2024-11-25|1|01650|2|6.00|
9000212||9|8400400|67301976||Chavigny|2024-11-25|2024-11-25|2|10650|5|6.00|
9000212||9|8400400|67301976||Chavigny|2024-11-25|2024-11-25|3|03650|2|7.00|
9000212||9|8400400|67301976||Chavigny|2024-11-25|2024-11-25|4|04650|2|7.00|
9000212||9|8400400|67301976||Chavigny|2024-11-25|2024-11-25|5|05650|1|6.00|
9000212||9|8400400|67301976||Chavigny|2024-11-25|2024-11-25|6|06650|4|7.00|
9000212||9|8400400|67301976||Chavigny|2024-11-25|2024-11-25|7|02600|6|6.00|
9000212||9|8400400|67301976||Chavigny|2024-11-25|2024-11-25|8|09650|3|6.00|
9000212||9|8400400|67301976||Chavigny|2024-11-25|2024-11-25|9|20675|4|8.00|
9000212||9|8400400|67301976||Chavigny|2024-11-25|2024-11-25|10|21675|3|8.00|
9000213||9|8400400|67301975||Chavigny|2024-11-25|2024-11-25|1|01650|2|6.00|
9000213||9|8400400|67301975||Chavigny|2024-11-25|2024-11-25|2|10650|4|6.00|
9000213||9|8400400|67301975||Chavigny|2024-11-25|2024-11-25|3|03650|1|7.00|
9000213||9|8400400|67301975||Chavigny|2024-11-25|2024-11-25|4|04650|2|7.00|
9000213||9|8400400|67301975||Chavigny|2024-11-25|2024-11-25|5|06650|2|7.00|
9000213||9|8400400|67301975||Chavigny|2024-11-25|2024-11-25|6|02600|5|6.00|
9000213||9|8400400|67301975||Chavigny|2024-11-25|2024-11-25|7|09650|2|6.00|
9000213||9|8400400|67301975||Chavigny|2024-11-25|2024-11-25|8|20675|6|8.00|
9000213||9|8400400|67301975||Chavigny|2024-11-25|2024-11-25|9|21675|5|8.00|
9000214||9|8400400|67301974||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000214||9|8400400|67301974||Chavigny|2024-11-25|2024-11-25|2|10650|3|6.00|
9000214||9|8400400|67301974||Chavigny|2024-11-25|2024-11-25|3|03650|1|7.00|
9000214||9|8400400|67301974||Chavigny|2024-11-25|2024-11-25|4|04650|2|7.00|
9000214||9|8400400|67301974||Chavigny|2024-11-25|2024-11-25|5|06650|1|7.00|
9000214||9|8400400|67301974||Chavigny|2024-11-25|2024-11-25|6|02600|2|6.00|
9000214||9|8400400|67301974||Chavigny|2024-11-25|2024-11-25|7|20675|4|8.00|
9000214||9|8400400|67301974||Chavigny|2024-11-25|2024-11-25|8|21675|2|8.00|
9000215||9|8400400|67301973||Chavigny|2024-11-25|2024-11-25|1|01650|2|6.00|
9000215||9|8400400|67301973||Chavigny|2024-11-25|2024-11-25|2|03650|2|7.00|
9000216||9|8400400|67301972||Chavigny|2024-11-25|2024-11-25|1|01650|4|6.00|
9000216||9|8400400|67301972||Chavigny|2024-11-25|2024-11-25|2|03650|2|7.00|
9000216||9|8400400|67301972||Chavigny|2024-11-25|2024-11-25|3|04650|1|7.00|
9000216||9|8400400|67301972||Chavigny|2024-11-25|2024-11-25|4|05650|2|6.00|
9000216||9|8400400|67301972||Chavigny|2024-11-25|2024-11-25|5|02600|9|6.00|
9000216||9|8400400|67301972||Chavigny|2024-11-25|2024-11-25|6|09650|1|6.00|
9000216||9|8400400|67301972||Chavigny|2024-11-25|2024-11-25|7|20675|1|8.00|
9000216||9|8400400|67301972||Chavigny|2024-11-25|2024-11-25|8|21675|2|8.00|
9000217||9|8400400|67301971||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000217||9|8400400|67301971||Chavigny|2024-11-25|2024-11-25|2|10650|14|6.00|
9000217||9|8400400|67301971||Chavigny|2024-11-25|2024-11-25|3|03650|3|7.00|
9000217||9|8400400|67301971||Chavigny|2024-11-25|2024-11-25|4|04650|1|7.00|
9000217||9|8400400|67301971||Chavigny|2024-11-25|2024-11-25|5|05650|1|6.00|
9000217||9|8400400|67301971||Chavigny|2024-11-25|2024-11-25|6|06650|12|7.00|
9000217||9|8400400|67301971||Chavigny|2024-11-25|2024-11-25|7|02600|8|6.00|
9000217||9|8400400|67301971||Chavigny|2024-11-25|2024-11-25|8|09650|5|6.00|
9000217||9|8400400|67301971||Chavigny|2024-11-25|2024-11-25|9|20675|14|8.00|
9000217||9|8400400|67301971||Chavigny|2024-11-25|2024-11-25|10|21675|9|8.00|
9000218||9|8400400|67301970||Chavigny|2024-11-25|2024-11-25|1|10650|1|6.00|
9000218||9|8400400|67301970||Chavigny|2024-11-25|2024-11-25|2|03650|2|7.00|
9000218||9|8400400|67301970||Chavigny|2024-11-25|2024-11-25|3|06650|1|7.00|
9000218||9|8400400|67301970||Chavigny|2024-11-25|2024-11-25|4|02600|3|6.00|
9000218||9|8400400|67301970||Chavigny|2024-11-25|2024-11-25|5|09650|1|6.00|
9000218||9|8400400|67301970||Chavigny|2024-11-25|2024-11-25|6|20675|3|8.00|
9000218||9|8400400|67301970||Chavigny|2024-11-25|2024-11-25|7|21675|1|8.00|
9000219||9|8400400|67301969||Chavigny|2024-11-25|2024-11-25|1|10650|4|6.00|
9000219||9|8400400|67301969||Chavigny|2024-11-25|2024-11-25|2|03650|6|7.00|
9000219||9|8400400|67301969||Chavigny|2024-11-25|2024-11-25|3|04650|5|7.00|
9000219||9|8400400|67301969||Chavigny|2024-11-25|2024-11-25|4|05650|4|6.00|
9000219||9|8400400|67301969||Chavigny|2024-11-25|2024-11-25|5|06650|4|7.00|
9000219||9|8400400|67301969||Chavigny|2024-11-25|2024-11-25|6|02600|10|6.00|
9000219||9|8400400|67301969||Chavigny|2024-11-25|2024-11-25|7|09650|4|6.00|
9000219||9|8400400|67301969||Chavigny|2024-11-25|2024-11-25|8|20675|13|8.00|
9000219||9|8400400|67301969||Chavigny|2024-11-25|2024-11-25|9|21675|10|8.00|
9000220||9|8400400|67301968||Chavigny|2024-11-25|2024-11-25|1|01650|1|6.00|
9000220||9|8400400|67301968||Chavigny|2024-11-25|2024-11-25|2|10650|1|6.00|
9000220||9|8400400|67301968||Chavigny|2024-11-25|2024-11-25|3|03650|6|7.00|
9000220||9|8400400|67301968||Chavigny|2024-11-25|2024-11-25|4|04650|5|7.00|
9000220||9|8400400|67301968||Chavigny|2024-11-25|2024-11-25|5|05650|2|6.00|
9000220||9|8400400|67301968||Chavigny|2024-11-25|2024-11-25|6|06650|5|7.00|
9000220||9|8400400|67301968||Chavigny|2024-11-25|2024-11-25|7|02600|6|6.00|
9000220||9|8400400|67301968||Chavigny|2024-11-25|2024-11-25|8|09650|2|6.00|
9000220||9|8400400|67301968||Chavigny|2024-11-25|2024-11-25|9|20675|3|8.00|
